all_knowledge,,,,,,,
_id,question_type,act,answers,question,labels,new answers,
"{'model_id': {'article_type': '이사회', 'subtitle': '이사회 결의'}, 'q_num': 'q1'}",MC,상법 제391조 제1항,"['이사회의 결의 요건은 이사의 과반 출석, 출석이사의 과반 찬성 이상  상법은 정관으로 이사결의 요건을 더 엄격하게 만드는 것을 허용하고 있습니다.', '이사회의 결의 요건은 이사의 과반 출석, 출석이사의 과반 찬성 미만  이사회 결의 요건을 상법보다 완화하는 것은 위법합니다.', '이사회의 결의 요건이 명시되지않음 ']",이사회의 결의 요건은 무엇인가?,"['이사의 과반 출석, 출석이사의 과반 찬성 이상', '이사의 과반 출석, 출석이사의 과반 찬성 미만', 'N/D']","1) '이사의 과반 출석, 출석이사의 과반 찬성 이상' : 상법 제391조 제1항은 이사회의 결의는 이사과반수의 출석과 출석이사의 과반수로 하여야 하되, 정관으로 그 비율을 높게 정할 수 있다고 규정하고 있습니다. 귀사의 정관은 {XX}으로 이사회 결의를 할 수 있다고 규정하고 있습니다. 

2) '이사의 과반 출석, 출석이사의 과반 찬성 미만' : 상법 제391조 제1항은 이사회의 결의는 이사과반수의 출석과 출석이사의 과반수로 하여야 하되, 정관으로 그 비율을 높게 정할 수 있다고 규정하고 있습니다. 귀사의 정관은 {XX}으로 이사회 결의를 할 수 있다고 규정하고 있으므로, 수정되어야 합니다.

3) 'N/D': 상법 제391조 제1항은 이사회의 결의는 이사과반수의 출석과 출석이사의 과반수로 하여야 한다고 규정하고 있습니다.",
"{'model_id': {'article_type': '이사회', 'subtitle': '이사회내 위원회'}, 'q_num': 'q1'}",MC,상법 제393조의2,"['이사회내 위원회를 두고 있음 위원회는 정관상 명칭과 목적이 명확하여야 하며, 단순히 위원회를 둘 수 있다고만 규정한 경우에는 그 효력이 없습니다.', '이사회내 위원회 관련사항 명시없음  법률상 문제없음']",이사회내 위원회를 두고 있는가?,"['YES', 'N/D']","1) YES: 귀사의 정관을 검토한 결과, 이사회 내에 위원회를 두고 있습니다. 상법 제393조의2에 의해 정관 규정으로 위원회를 둘 수 있습니다. 다만 위원회는 정관상 명칭과 목적이 명확하여야 하며, 단순히 위원회를 둘 수 있다고만 규정한 경우에는 그 효력이 없습니다. 

2) N/D: 귀사의 정관을 검토한 결과, 이사회 내에 위원회에 관한 규정이 없습니다. 현재 정관은 적법합니다.",
"{'model_id': {'article_type': '이사회', 'subtitle': '이사의 보수와 퇴직금'}, 'q_num': 'q1'}",MC,상법 제388조,"['이사의 보수 및 퇴직금에 대한 규정있음  법률상 문제없습니다.', '이사 보수의 한도만 정하고 있음  이사회 보통결의로 한도내에서 보수를 정하게 됩니다.', '이사의 보수 및 퇴직금 관련사항 명시없음  정관에서 이사의 보수 및 퇴직금을 정하고 있지 않은 경우, 이는 주총보통결의로 결정합니다. ']",이사의 보수 및 퇴직금을 정하고 있는가?,"['N/D', '보수의 한도만 정하고 있음', '금액을 정하고 있음']","1) 'N/D' : 상법 제388조는 이사의 보수는 정관에 그 액을 정하지 아니한 때에는 주주총회의 결의로 이를 정한다고 하고 있습니다.

2) '보수의 한도만 정하고 있음' : 상법 제388조는 이사의 보수는 정관에 그 액을 정하지 아니한 때에는 주주총회의 결의로 이를 정한다고 하고 있습니다. 귀사의 정관은 보수의 한도만을 정하고 있으므로, 귀사 정관상의 보수의 한도인 {XX}원 내에서 주주총회 결의로 각 이사의 구체적인 보수 금액을 정하여야 합니다. 

3) '금액을 정하고 있음' : 상법 제388조는 이사의 보수는 정관에 그 액을 정하지 아니한 때에는 주주총회의 결의로 이를 정한다고 하고 있습니다. 귀사의 정관은 이사의 보수 및 퇴직금의 금액을 {XX}으로 정하고 있습니다.",
"{'model_id': {'article_type': '주식', 'subtitle': '주식 종류'}, 'q_num': 'q1'}",MC,,"['회사가 발행하는 주식의 종류는 기명입니다.  법률상 문제없습니다.', '회사가 발행하는 주식의 종류는 무기명입니다. 무기명 주식은 2014년 폐지되었습니다. 정관 개정이 필요합니다.', '회사가 발생하는 주식의 종류에 대해 명시안됨']",회사가 발생하는 주식의 종류는 무엇인가?,"['기명', ‘무기명', 'N/D']","1) 기명: 귀사의 정관을 검토한 결과, 회사는 기명주식을 발행합니다. 현재 정관은 적법합니다. 

2) 무기명: 귀사의 정관을 검토한 결과, 회사는 무기명주식을 발행합니다. 무기명주식은 2014년에 폐지되었으므로 기명주식을 발행하는 것으로 정관을 개정하거나 해당 조항을 삭제하기시 바랍니다.  

3) N/D: 귀사의 정관을 검토한 결과, 회사가 기명주식을 발행하는지 무기명주식을 발행하는지 명시되어 있지 않습니다. 무기명주식은 2014년 폐지되었으며, 현재 정관은 적법합니다.",
"{'model_id': {'article_type': '주식', 'subtitle': '신주 발행'}, 'q_num': 'q1'}",MC,상법 제418조,"['신주 발행 방법은 주주배정 방식입니다.  법률상 문제없습니다. 기존 주주가 아닌 제3자에게 신주를 배정하는 것은 관련 법령 및 정관에서 허용하는 경우에만 가능합니다. ', '신주 발행 방법은 제3자 배정 방식입니다.  기존 주주가 아닌 제3자에게 신주를 배정하는 것은 관련 법령 및 정관에서 허용하는 경우에만 가능합니다. 제3자 배정은 신기술의 도입, 재무구조의 개선 등 회사의 경영상 목적을 달성하기 위하여 필요한 경우에 한하며, 벤처기업 등은 관련 법령을 확인할 필요가 있습니다.', '신주 발행 방법은 주주배정 + 제3자 배정 방식입니다.  법률상 문제없습니다. 기존 주주가 아닌 제3자에게 신주를 배정하는 것은 관련 법령 및 정관에서 허용하는 경우에만 가능합니다. 제3자 배정은 신기술의 도입, 재무구조의 개선 등 회사의 경영상 목적을 달성하기 위하여 필요한 경우에 한하며, 벤처기업 등은 관련 법령을 확인할 필요가 있습니다. ', '신주 발행 방법에 대한 내용 명시없음']",신주 발행 방법은 무엇인가?,"['주주배정', '주주배정 + 제3자 배정', 'N/D']","1) '주주배정' : 귀사의 정관은 {XX} 방식으로 신주 발행이 이루어진다고 규정하고 있습니다.

2) '주주배정 + 제3자 배정' : 귀사의 정관은 {XX} 방식으로 신주 발행이 이루어진다고 규정하고 있습니다. 상법 제418조 제2항에 따라, 기존 주주가 아닌 제3자에게 신주를 배정하는 것은 관련 법령 및 정관에서 허용하는 경우에만 가능하며, 이 경우, 신기술의 도입, 재무구조의 개선 등 회사의 경영상 목적을 달성하기 위하여 필요한 경우에 한합니다. 다만, 벤처기업 등은 관련 법령을 확인할 필요가 있습니다.
 
3) 'N/D' : 귀사의 정관에는 신주 발행 방법에 관한 규정이 포함되어 있지 않습니다. 이 경우, 상법 제418조 제1항에 따라 주주배정이 원칙입니다.",
"{'model_id': {'article_type': '주식', 'subtitle': '신주 발행'}, 'q_num': 'q3'}",MC,"상법 제419조 제3항 및 제423조 제2항, 자본시장법 제165조의6","['실권주 처리는 이사회 결의로 결정 발행하기로 예정되었으나 배정받은 자의 권리 포기나 주금납입 지연 등으로 발행되지 못한 실권주의 경우, 발행하지 않는 것이 원칙입니다. 다만 발행가액의 적정성이 확보되고 제3자에 대한 특혜소지가 적은 경우 예외적으로 발행이 허용됩니다.', '실권주 처리 규정이 없습니다. 실권주에 대한 아무런 정관상 규정이 없는 경우, 실권주는 발행을 철회하여야 합니다.']",실권주는 어떻게 정하는가?,"['N/D', '이사회 결의로 결정']","실권주는 어떻게 처리하는가? 인데, 이 질문은 뺐으면 좋겠다. 우선 상법의 범위를 벗어나고, 경우의 수가 너무 많고 복잡하다",
"{'model_id': {'article_type': '주식', 'subtitle': '주식매수선택권'}, 'q_num': 'q1'}",MC,상법 제289조 제1항 제3호,"['발행주식 한도는 주식총수 50%이하입니다.  상장회사의 경우 주식총수의 15%이하, 벤처기업의 경우 주식총수의 50%이하이며 그외 기업은 주식총수의 10%이하여야 합니다.', '발행주식 한도는 주식총수 15%이하입니다.  상장회사의 경우 주식총수의 15%이하, 벤처기업의 경우 주식총수의 50%이하이며 그외 기업은 주식총수의 10%이하여야 합니다.', '발행주식 한도는 주식총수 10%이하입니다.  상장회사의 경우 주식총수의 15%이하, 벤처기업의 경우 주식총수의 50%이하이며 그외 기업은 주식총수의 10%이하여야 합니다.', '발행주식 한도에 대한 내용 명시없음  상장회사의 경우 주식총수의 15%이하, 벤처기업의 경우 주식총수의 50%이하이며 그외 기업은 주식총수의 10%이하여야 합니다.']",발행주식 한도는 얼마인가?,NaN,귀사의 정관상 발행주식총수는 {XX}입니다.,
"{'model_id': {'article_type': '주식', 'subtitle': '주식매수선택권'}, 'q_num': 'q2'}",MC,상법 제340조의2 제1항,"['매수선택권 부여하는 방법은 주주총회 결의입니다.  법률상 문제없습니다.', '매수선택권 부여하는 방법은 이사회의 결의입니다.  최근 사업연도 자본금이 3천억원 이상인 상장법인은 발행주식총수의 1%까지, 그 외의 상장법인은 3%까지 이사회 결의의 방식으로 주식매수선택권부여가 가능합니다. ', '매수선택권 부여하는 방식에 대한 명시없음']",매수선택권 부여하는 방법은 무엇인가?,"['이사회의 결의', '주주총회', '주주총회 , 주주총회', 'N/D', '/D주총회주총회주총회 , 주주총회', '주주총회 , 이사회의 결의', '주주총회이사회의 결의', '주주총회사회의 결의', '이사회의 결의 , 주주총회', '주주총회 , 사회의 결의이사회의 결의', '주총회 , 사회의 결의사회의 결의사회의 결의사회의 결의주총회주주총회사회의 결의', '주총회 , 사회의 결의사회의 결의사회의 결의사회의 결의주총회주주총회사회의 결의이사회의 결의/D', '주총회 , 사회의 결의사회의 결의사회의 결의사회의 결의주총회주총회사회의 결의이사회의 결의/D', '주총회 , 사회의 결의사회의 결의사회의 결의사회의 결의주총회주총회사회의 결의사회의 결의/D주총회사회의 결의사회의 결의사회의 결의사회의 결의사회의 결의', '주총회사회의 결의사회의 결의사회의 결의사회의 결의N/D주총회주총회주주총회이사회의 결의', '사회의 결의주총회이사회의 결의', '사회의 결의주총회이사회의 결의주주총회', '사회의 결의주총회사회의 결의주총회N/D']","1) 이사회 결의: 귀사의 정관을 검토한 결과, 이사회 결의로 주식매수선택권을 부여하고 있습니다. 상법 제542조의3에 의해 최근 사업연도 자본금이 3천억 원 이상인 상장법인은 발행주식 총수의 1%까지, 그 외의 상장법인은 3% 까지 이사회 결의의 방식으로 주식매수선택권을 부여할 수 있습니다. 

2) 주주총회: 귀사의 정관을 검토한 결과, 주주총회 결의로 주식매수선택권을 부여하고 있습니다. 상법 제340조의2 제1항에 따라 정관에 주주총회 특별결의로 주식매수선택권을 부여하는 조항을 둘 수 있습니다.

3) N/D: 귀사의 정관을 검토한 결과, 주식매수선택권을 부여하는 방법을 명시하지 않고 있습니다. 현재 정관은 적법하지만, 주식매수선택권의 부여는 정관에 기재되지 않았으므로 하실 수 없습니다.",
"{'model_id': {'article_type': '주식', 'subtitle': '주식양도제한'}, 'q_num': 'q1'}",MC,상법 제335조,"['주식양도를 금지함  무효이므로, 개정이 필요합니다.', '주식양도 제한은 이사회 사전결의를 통함 비상장 회사의 경우에는 주식의 양도에 이사회 결의를 요하도록 할 수 있습니다. 이사회가 양도를 인정하지 않을 경우 해당 주주에는 회사에 대한 주식매수청구권 인정하여야 합니다. 이와 달리 주주의 주식 양도 자체를 금지하는 조항은 효력이 없습니다.', '주식양도 제한사항에 대한 내용 명시없음']",주식양도 제한사항은 무엇인가?,"['N/D', '이사회 사전 결의', '주식양도금지']","1) 'N/D' : 귀사의 정관상 별도의 주식양도 제한이 없습니다.

2) '이사회 사전 결의' : 상법 제335조 제1항 단서는 회사는 정관으로 정하는 바에 따라 그 발행하는 주식의 양도에 관하여 이사회의 승인을 받도록 할 수 있다고 규정하고 있습니다. 귀사의 정관은 주식 양도 시 {XX}를 요하고 있습니다.

3) '주식양도금지' : 귀사의 정관은 {XX}를 규정하고 있으나, 주식양도의 전면적인 금지는 상법 제335조 제1항에 따라 불가능하므로, 귀사 정관의 수정이 필요합니다.",
"{'model_id': {'article_type': '주식', 'subtitle': '전환주식'}, 'q_num': 'q2'}",MC,상법 제346조 제1항 및 제2항,"['회사', '주주', 'N/D', '회사+주주']",전환요구권자는 누구인가?,"['주주', 'N/D', '회사', '회사+주주']","1) 주주: 귀사의 정관을 검토한 결과, 주주가 전환을 요구할 수 있는 종류주식에 대한 규정이 있습니다. 상법 제346조에 의하여 이와 같은 정관규정은 적법합니다.

2) N/D: 귀사의 정관을 검토한 결과, 전환을 요구할 수 있는 자가 명시되어 있지 않습니다. 상법 제346조에 의하여 전환 요구가 없어도 일정 기간이 만료되면 전환되는 주식의 발행도 가능합니다. 그러므로 이와 같은 정관규정도 적법합니다.

3) 회사: 귀사의 정관을 검토한 결과, 회사가 전환을 요구할 수 있는 종류주식에 대한 규정이 있습니다. 상법 제346조에 의하여 이와 같은 정관규정을 둘 수도 있습니다. 그러나 이와 같은 경우는 흔치 않으므로 귀사의 의도와 부합하는지 확인하시기 바랍니다. 

4) 회사+주주: 귀사의 정관을 검토한 결과, 회사와 주주가 모두 전환을 요구할 수 있는 종류주식에 대한 규정이 있습니다. 상법 제346조에 의하여 이와 같은 정관규정을 둘 수도 있습니다. 그러나 이와 같은 경우는 흔치 않으므로 귀사의 의도와 부합하는지 확인하시기 바랍니다",
"{'model_id': {'article_type': '주식', 'subtitle': '전환주식'}, 'q_num': 'q4'}",MC,상법 제350조 제1항,"['전환됨', '전환안됨', 'N/D']",전환기간 만료일에 자동전환 되는가?,"['N/D', '전환안됨', '전환됨']",정관 내용과 무관. 질문 삭제가 바람직함.,
"{'model_id': {'article_type': '주식', 'subtitle': '전환주식'}, 'q_num': 'q5'}",MC,상법 제348조,"['전환전의 주식의 발행가액', '이사회에서 결정', '기타', 'N/D']",전환으로 인하여 발행하는 주식의 발행가액은?,"['전환전의 주식의 발행가액', '이사회에서 결정', 'N/D', '기타']","1) 전환전의 주식의 발행가액: 귀사의 정관을 검토한 결과, 전환으로 인하여 발행하는 주식의 발행가액을 전환 전의 주식의 발행가액으로 정하고 있습니다. 상법 제348조에 따라 이와 같은 정관규정은 적법합니다. 

2) 이사회에서 결정: 귀사의 정관을 검토한 결과, 전환으로 인하여 발행하는 주식의 발행가액을 이사회에서 정하도록 하고 있습니다. 상법 제348조에 따라 전환으로 인하여 발행하는 주식의 발행가액은 전환 전의 주식의 발행가액이어야 합니다. 따라서 정관 규정이 위법합니다. 

3) N/D: 귀사의 정관을 검토한 결과, 전환으로 인하여 발행하는 주식의 발행가액을 명시한 규정이 없습니다. 이를 명시하지 않아도 정관은 적법하나, 상법 제348조에 따라 전환으로 인하여 발행하는 주식의 발행가액은 전환 전의 주식의 발행가액이어야 합니다.

4) 기타: 귀사의 정관을 검토한 결과, 전환으로 인하여 발행하는 주식의 발행가액을 이사회에서 정하는 금액이나 전환 전의 주식의 발행가액이 아닌 다른 금액으로 정하고 있습니다. 상법 제348조에 따라 전환으로 인하여 발행하는 주식의 발행가액은 전환 전의 주식의 발행가액이어야 합니다. 따라서 정관 규정이 위법합니다.",
"{'model_id': {'article_type': '주식', 'subtitle': '전환주식'}, 'q_num': 'q6'}",MC,상법 제346조 제1항 및 제2항,"['전환전의 주식과 동수', '이사회에서 결정', '기타', 'N/D']",전환으로 인하여 발행할 주식의 수는?,"['N/D', '전환전의 주식과 동수', '이사회에서 결정', '기타']","1) 'N/D'

2) '전환전의 주식과 동수'

3) '이사회에서 결정'

4) '기타'",
"{'model_id': {'article_type': '주식', 'subtitle': '상환주식'}, 'q_num': 'q2'}",MC,상법 제345조 제1항 및 제3항,"['회사', '주주', 'N/D']",상환주식 상환요구권자는 누구인가?,"['주주', 'N/D', '회사', '회사+주주']","1) 주주: 귀사의 정관을 검토한 결과, 주주가 상환을 요구할 수 있는 종류주식에 대한 규정이 있습니다. 상법 제345조에 의하여 이와 같은 정관규정은 적법합니다.

2) N/D: 귀사의 정관을 검토한 결과, 상환을 요구할 수 있는 자가 명시되어 있지 않습니다. 상법 제345조에 의하여 상환 요구가 없어도 일정 기간이 만료되면 상환되는 주식의 발행도 가능합니다. 그러므로 이와 같은 정관규정도 적법합니다.

3) 회사: 귀사의 정관을 검토한 결과, 회사가 상환을 요구할 수 있는 종류주식에 대한 규정이 있습니다. 상법 제345조에 의하여 이와 같은 정관규정을 둘 수도 있습니다. 그러나 이와 같은 경우는 흔치 않으므로 귀사의 의도와 부합하는지 확인하시기 바랍니다. 

4) 회사+주주: 귀사의 정관을 검토한 결과, 회사와 주주가 모두 상환을 요구할 수 있는 종류주식에 대한 규정이 있습니다. 상법 제345조에 의하여 이와 같은 정관규정을 둘 수도 있습니다. 그러나 이와 같은 경우는 흔치 않으므로 귀사의 의도와 부합하는지 확인하시기 바랍니다.",
"{'model_id': {'article_type': '주식', 'subtitle': '상환주식'}, 'q_num': 'q4'}",MC,상법 제345조 제1항 및 제3항,"['상환됨', '상환안됨', 'N/D']",상환기간 만료일에 자동상환 되는가?,"['상환됨', 'N/D', '상환안됨']","1) '상환됨' : 상법 제345조 제3항은 회사는 정관으로 정하는 바에 따라 주주가 회사에 대하여 상환을 청구할 수 있는 종류주식을 발행할 수 있다고 하면서, 이 경우 회사는 정관에 주주가 회사에 대하여 상환을 청구할 수 있다는 뜻, 상환가액, 상환청구기간, 상환의 방법을 정하여야 한다고 규정하고 있습니다. 귀사의 정관은 {XX}라고 규정하고 있으므로, 상환기간 만료일에 자동상환됩니다.

2) 'N/D' : 귀사의 정관에는 주식의 상환에 관한 종류주식에 관한 규정이 없으므로, 자동상환되지 않습니다.

3) '상환안됨' : 귀사의 정관은 {XX}라고 규정하고 있으므로, 자동상환되지 않습니다.",
"{'model_id': {'article_type': '주식', 'subtitle': '상환주식'}, 'q_num': 'q5'}",MC,,"['상환으로 인하여 발행하는 주식의 발행가액은 상환전의 주식의 발행가액 법률상 문제없습니다.', '상환으로 인하여 발행하는 주식의 발행가액은 이사회에서 결정 이사회결의로 상환가액을 정하고자 하는 경우, 적어도 정관에 그 한도를 정하여야 합니다.', '기타', '상환으로 인하여 발행하는 주식의 발행가액에 대한 명시없음']",상환으로 인하여 발행하는 주식의 발행가액은?,"['상환전의 주식의 발행가액', '이사회에서 결정', 'N/D', '기타']",상환시에는 주식이 발행되지 않음,
"{'model_id': {'article_type': '주식', 'subtitle': '배당우선주식'}, 'q_num': 'q3'}",MC,,"['다음년도 이월함', '이월하지 않음', 'N/D']",어느 사업연도에 있어서 소정의 배당을 하지 못한 경우?,"['다음년도 이월함', '이월하지 않음', 'N/D']",질문 불명확.,
"{'model_id': {'article_type': '이사회', 'subtitle': '집행임원'}, 'q_num': 'q1'}",MC,상법 제408조의2 제1항,"['false', 'true']",집행임원제도를 두었는가?,"['false', 'true']","1) false: 귀사의 정관은 집행임원을 두지 않는 것으로 정하고 있습니다. 이 경우 대표이사가 업무를 집행합니다.
2) true: 귀사의 정관은 집행임원을 두는 것으로 정하고 있습니다. 이와 같은 정관 규정은 적법하고, 이 경우 상법 제408조의2에 의하여 대표이사를 둘 수 없습니다.",두지 않는다고 기재할 리 없음
"{'model_id': {'article_type': '주주총회', 'subtitle': '주주총회 소집'}, 'q_num': 'q3'}",QNA,"상법 제365조 제1항 및 제2항, 상법 제362조",매년 1회 이사회가 결정하여 소집한다. 연2회 이상의 결산기를 정한 회사는 매 기에 총회를 소집하여야 한다.,정기주주총회는 언제 소집하나,NaN,"상법 제365조 제1항 및 제2항은 정기총회는 매년 1회 일정한 시기에 이를 소집하여야 하며, 연 2회 이상의 결산기를 정한 회사는 매기에 총회를 소집하여야 한다고 규정하고 있습니다. 귀사의 정관은 정기주주총회의 소집시기에 관하여 {XX}라고 규정하고 있습니다.",
"{'model_id': {'article_type': '주주총회', 'subtitle': '주주총회 소집통지'}, 'q_num': 'q2'}",QNA,상법 제363조 제1항 및 제3항,주주총회일의 2주 전에 각 주주에게 통지해야 한다. 자본금 10억원 미만의 회사의 경우에는 주주총회일의 10일 전에 각 주주에게 통지해야 한다.,통지 기간은 얼마인가?,NaN,귀사의 정관은 주주총회일의 {} 전에 각 주주에게 통지하도록 정하고 있습니다. 주주총회 개최시 상법 제363조 제1항에 의하여 주주총회일의 2주 전에 각 주주에게 통지해야 합니다 .다만 상법 제363조 제3항에 의해 자본금 10억원 미만의 회사의 경우에는 주주총회일의 10일 전에 각 주주에게 통지해야 합니다.,
"{'model_id': {'article_type': '주주총회', 'subtitle': '총회 의결방법'}, 'q_num': 'q3'}",QNA,상법 제368조 제1항,보통 결의는 출석한 주주의 의결권의 과반수와 발행주식총수의 4분의 1이상의 수로써 한다. 특별 결의는 출석한 주주의 의결권의 3분의 2 이상의 수와 발행주식총수의 3분의 1 이상의 수로써 한다.,주주총회의 보통결의는 어떻게 하는가?,NaN,"상법 제368조 제1항은 총회의 결의는 이 법 또는 정관에 다른 정함이 있는 경우를 제외하고는 출석한 주주의 의결권의 과반수와 발행주식총수의 4분의 1 이상의 수로써 하여야 한다고 규정하고 있습니다. 다만, 판례는 이보다 가중된 정족수의 경우에는 유효하다고 보고 있습니다. 귀사의 정관은 주주총회의 보통결의는 {XX}로 한다고 규정하고 있습니다.",
"{'model_id': {'article_type': '주주총회', 'subtitle': '주주총회 소집지'}, 'q_num': 'q2'}",QNA,"상법 제364조, 상법 제434조",총회는 본점소재지 또는 이에 인접한 지에 소집해야 한다.,주주총회 소집지는 어디인가?,NaN,"귀사의 정관은 주주총회 소집지를 {}로 정하고 있습니다. 상법 제364조에 의하여 정관으로 주주총회 소집지를 정할 수 있고, 정관에 다른 정함이 없으면 본점소재지 또는 이에 인접한 지에 소집하여야 합니다.",
"{'model_id': {'article_type': '주주총회', 'subtitle': '주주총회 의장'}, 'q_num': 'q1'}",QNA,상법 제366조의2,정관에서 정함이 없는 때에는 총회에서 선임한다.,주주총회 의장은 누구인가?,NaN,"1) 귀사의 정관은 주주총회의 의장은 {XX}로 한다고 규정하고 있습니다.

2) 귀사의 정관은 주주총회의 의장에 관한 규정을 두고 있지 않습니다. 상법 제366조의2 제1항은 주주총회의 의장은 정관에서 정함이 없는 때에는 주주총회에서 선임한다고 규정하고 있으므로, 주주총회에서 선임하시면 됩니다.",
"{'model_id': {'article_type': '주주총회', 'subtitle': '주주총회 의장'}, 'q_num': 'q2'}",QNA,상법 제366조의2,정관에서 정함이 없는 때에는 총회에서 선임한다.,주주총회 의장이 유고 또는 부재시에 어떻게 하는가??,NaN,귀사의 정관은 주주총회 의장이 유고 또는 부재시에 {}가 직무를 대행하도록 정하고 있습니다. 상법 제366조의2 제1항은 주주총회의 의장은 정관에서 정함이 없는 때에는 주주총회에서 선임한다고 규정하고 있으므로 정관에서 주주총회 의장을 정한 경우 직무대행자도 정관에서 정할 수 있습니다.,
"{'model_id': {'article_type': '이사회', 'subtitle': '이사회 구성'}, 'q_num': 'q2'}",QNA,상법 제542조의8,상장회사는 이사 총수의 4분의 1 이상을 사외이사로 하여야 한다.,사외이사는 몇 명인가?,NaN,"귀사의 정관은 사외이사는 {XX}명이라고 규정하고 있습니다. 비상장회사의 경우, 사외이사 선임이 필수사항이 아니나, 상장회사의 경우, 상법 제542조의8 제1항에 따라 다음의 경우를 제외하고는 이사 총수의 4분의 1 이상을 사외이사로 하여야 합니다.

1. 「벤처기업육성에 관한 특별조치법」에 따른 벤처기업 중 최근 사업연도 말 현재의 자산총액이 1천억원 미만으로서 코스닥시장(대통령령 제24697호 자본시장과 금융투자업에 관한 법률 시행령 일부개정령 부칙 제8조에 따른 코스닥시장을 말한다. 이하 같다) 또는 코넥스시장(「자본시장과 금융투자업에 관한 법률 시행령」 제11조제2항에 따른 코넥스시장을 말한다. 이하 같다)에 상장된 주권을 발행한 벤처기업인 경우
2. 「채무자 회생 및 파산에 관한 법률」에 따른 회생절차가 개시되었거나 파산선고를 받은 상장회사인 경우
3. 유가증권시장(「자본시장과 금융투자업에 관한 법률 시행령」 제176조의9제1항에 따른 유가증권시장을 말한다. 이하 같다), 코스닥시장 또는 코넥스시장에 주권을 신규로 상장한 상장회사(신규상장 후 최초로 소집되는 정기주주총회 전날까지만 해당한다)인 경우. 다만, 유가증권시장에 상장된 주권을 발행한 회사로서 사외이사를 선임하여야 하는 회사가 코스닥시장 또는 코넥스시장에 상장된 주권을 발행한 회사로 되는 경우 또는 코스닥시장 또는 코넥스시장에 상장된 주권을 발행한 회사로서 사외이사를 선임하여야 하는 회사가 유가증권시장에 상장된 주권을 발행한 회사로 되는 경우에는 그러하지 아니하다.
4. 「부동산투자회사법」에 따른 기업구조조정 부동산투자회사인 경우
5. 해산을 결의한 상장회사인 경우

다만, 최근 사업연도 말 현재의 자산총액이 2조원 이상인 상장회사의 사외이사는 3명 이상으로 하되, 이사 총수의 과반수가 되도록 하여야 합니다.",
"{'model_id': {'article_type': '이사회', 'subtitle': '이사회내 위원회'}, 'q_num': 'q2'}",QNA,None,위원회의 명칭은 회사가 정관으로 정할 수 있다.,위원회 명칭은 무엇인가?,NaN,귀사의 정관은 {}위원회를 두고 있습니다. 상법 제292조의2에 의하여 이사회를 설치하려면 정관에 규정이 있어야 합니다.,
"{'model_id': {'article_type': '주식', 'subtitle': '주식 일반'}, 'q_num': 'q1'}",QNA,상법 제289조 제1항 제3호,발행할 주식의 총 수는 정관의 필수 기재사항이다.,회사가 발행예정할 주식의 총수는 얼마인가?,NaN,귀사의 정관은 발행예정주식총수는 {XX}주라고 규정하고 있습니다. 이는 상법 제289조 제1항 제3호에 따른 정관의 절대적 기재사항입니다.,
"{'model_id': {'article_type': '주식', 'subtitle': '주식 일반'}, 'q_num': 'q2'}",QNA,"상법 제451조 제1항, 상법 제289조 제1항 제4호","회사의 발행주식의 액면총액은 설립시 발행하는 주식의 총수에 주식의 액면가를 곱한 값이고, 이는 자본금과 동일해야 한다.",회사가 설립시에 발행하는 주식의 총수는 얼마인가?,NaN,"회사가 설립시에 발행하는 주식의 총수는 {}주 입니다. 이는 상법 제289조 제1항 제3호에 의한 정관의 절대적 기재사항이며, 회사의 발행주식의 액면총액은 설립시 발행하는 주식의 총수에 주식의 액면가를 곱한 값이고, 이는 자본금과 동일해야 합니다.",
"{'model_id': {'article_type': '주식', 'subtitle': '주식 일반'}, 'q_num': 'q3'}",QNA,상법 제289조 제1항 제4호,액면주식을 발행하는 경우 1주의 금액은 정관의 필수기재사항이다.,회사가 발행하는 주식 1주의 금액은 얼마인가?,NaN,귀사의 정관은 1주의 금액을 {XX}원이라고 규정하고 있습니다. 이는 상법 제289조 제1항 제4호에 따른 정관의 절대적 기재사항입니다.,
"{'model_id': {'article_type': '주식', 'subtitle': '신주 발행'}, 'q_num': 'q2'}",QNA,상법 제416조 제2호,회사 성립 후에 신주를 발행하는 경우 정관에 규정이 없는 때에는 이사회가 결정한다.,신주 발행할 경우 주식의 발행가격은 어떻게 정하는가?,NaN,귀사의 정관은 신주 발행시 발행가격을 {}로 정하고 있습니다. 상법 제416조 제2호는 신주발행가액을 정관으로 정하는 것을 허용하고 있습니다.,
"{'model_id': {'article_type': '주식', 'subtitle': '주식매수선택권'}, 'q_num': 'q3'}",QNA,상법 제340조의2,"회사의 설립, 경영 및 기술혁신 등에 기여하거나 기여할 수 있는 회사의 이사, 집행임원, 감사 또는 피용자에게 주식매수선택권을 부여할 수 있다.",주식매수선택권 부여 대상은 누구인가?,NaN,"상법 제340조의2 제1항 본문은 주주총회의 결의로 회사의 설립ㆍ경영 및 기술혁신 등에 기여하거나 기여할 수 있는 회사의 이사, 집행임원, 감사 또는 피용자에게 미리 정한 가액으로 신주를 인수하거나 자기의 주식을 매수할 수 있는 권리를 부여할 수 있다고 규정하고 있습니다. 귀사의 정관은 주식매수선택권 부여대상을 {XX}라고 규정하고 있습니다.",
